 Chosen one!, ¡Elegida!
"The Enclave is remnants of old times. If you take this thing across the water to the rig, you'll find out for yourself.","El Enclave es un remanente de los viejos tiempos. Si te diriges con esta cosa hasta la plataforma, te enterarás por ti misma."
"The Slayer walks the earth! In hand-to-hand combat all of your hits are upgraded to critical hits, causing destruction and mayhem.","¡Anda suelto la Asesina! En combate cuerpo a cuerpo todos tus golpes serán considerados críticos, causando caos y destrucción."
The Vault Dweller was real. I'm one of his descendants.,El Morador del Refugio fue real. Yo soy una de sus descendientes.
"The Vault's right outside the door. Just tell the guards you're a Citizen, and they'll let you through.","El Refugio está justo al otro lado de la puerta. Simplemente di a los guardias que eres Ciudadana, y te permitirán entrar."
The Vault's right outside the door...sir.,El Refugio está justo al otro lado de la puerta... señora.
"The label on this holotape reads: ""Gecko Reactor Performance Data."" This disk contains a string of numbers that mean nothing to you. There sure is a lot of information here and it must be important to someone, somehow.","En la etiqueta de este holodisco pone: ""Datos de rendimiento del reactor de Gecko"". Este disco contiene una serie de números que no significan nada para ti. De todas formas, estás segura de que mucha de la información que contiene es importante para alguien."
The life functions of my master have terminated. Are you my new master?,Las funciones vitales de mi amo han terminado. ¿Eres tú mi nueva ama?
The outworlder has slain me.,La forastera me ha exterminado.
The plants of dark soul have infested my garden again. Many seasons have touched my bones and I am too frail for that fight which is eternal in nature. I ask that you be my champion.,Las plantas de alma impía han infestado mi huerto de nuevo. Muchas estaciones han sentido mis huesos y ahora soy demasiado frágil para esta lucha de eterna naturaleza. Te pido que seas mi campeona.
The smart ass is back! So you really want in this church? Why? There's nothing in here you'd be interested in.,¡La listilla ha vuelto! ¿Así que de verdad quieres entrar en esta iglesia? ¿Por qué? Aquí dentro no hay nada que te interese.
"The spirits with me, fren! They be all around. Sometimes talk.","Los espíritus están conmigo, ¡miga! Ellos rodearme. A veces hablar."
The strange pretty golden metal box with three eyes and one arm does not answer.,La extraña caja de metal dorado con tres ojos y un brazo no contesta.
"The tribe's home is next to Great Salt Water. Two moons from here, fren.","El hogar de la tribu está junto al Gran Mar Salado. A dos lunas de aquí, miga."
The unenlightened one!,¡La primera no-iluminada!
"Them things come in kits now, huh? Man, the good book don't mention that, does it? Well, all right then. Let's get hunting.","Así que las cosas vienen todas juntas ahora, ¿eh? Amiga, el buen libro no menciona eso ¿verdad? Bien, de acuerdo entonces. Vamos de caza."
"Then don't fuck with Raul's birds, man! Get out of here!","¡Entonces no toques los pájaros de Raúl, amiga! ¡Fuera de aquí!"
"Then please install the part, master! Please, master!","Entonces, ¡por favor instala la pieza, ama! ¡Por favor, ama!"
"Then stop wasting my time, ""Citizen."" Come on, let's move it.","Entonces deja de malgastar mi tiempo, ""Ciudadana"". Venga, muévete."
"Then that's your choice. I'll let you go on with your life. Pity, though. You look tough.",Entonces eso es lo que eliges. Te dejaré seguir con tu vida. Pero es una pena. Pareces dura.
Then you're a fool and a dog doing the bidding of others. I will laugh when you die.,Entonces eres una tonta y un perra que recibe órdenes de otros. Reiré cuando mueras.
There is bleeding from your intestines and you have severe diarrhea. You feel bloated and are in intense agony.,Te sangran los intestinos y tienes una severa diarrea. Te sientes hinchada y notas una intensa agonía.
"There is nothing you can say to gain favor in the Church of Hubology, blasphemer.","No hay nada que puedas decir para ganarte el favor de la Iglesia de la Hubología, blasfema."
"There you are, sonny.","Ahí tienes, hija."
"There you go, Boss.","Allá voy, Jefa."
"There's nothing for you here, stranger.","Aquí no hay nada para ti, forastera."
"There. We erased a few nasty imprints! You are now an AHS-1. Now, if you'll excuse me, I have to tend my church.","Listo. ¡Borramos unas cuantas desagradables impresiones! Ahora eres una AHS-1. Ahora, si me perdonas, he de atender mi iglesia."
"They built you tough, no doubt.","Te hicieron dura, desde luego."
"They shouldn't never have done that. Someday stranger, I'll have a gun and then I'll show 'em.","No deberían haber hecho eso. Algún día, forastera, tendré un arma y entonces les enseñaré."
Thief,Ladrona
Thief!,¡Ladrona!
Thief! Thief! Thief!,¡Ladrona! ¡Ladrona! ¡Ladrona!
"Thief? Gramps, you better watch your tongue before I shove it down your throat.","¿Ladrona? Abuelo, será mejor que vigiles tu lengua antes de que te le baje por la garganta."
This better Boss?,"¿Así mejor, Jefa?"
"This has happened once too often, asshole. Raul's gonna hurt you bad this time.","Esto ya es suficiente, pendeja. Raúl te va a hacer pupa esta vez."
"This is a ranged stat that represents your general reputation. The higher the number, the better known and respected you are. If your rep is negative, you are hated by some for your evil actions.","Esta estadística representa tu reputación general. Cuanto más alto sea el número, más conocida y respetada serás. Si es negativa, serás odiada por algunos debido a tus malvadas acciones."
"This is government property. Move on, stranger.","Esto es propiedad gubernamental. Circula, forastera."
"This is the base commander's office. This area is off limits to all personnel. I'll have to ask you to leave, sir.","Esta es la oficina del comandante de la base. Está área está restringida a todo el personal. Voy a tener que pedirle que se marche, señora."
"This isn't a rest area, pal. Move along, okay?","Esta no es un área de descanso, amiga. Muévete, ¿vale?"
"This one bad trip, fren.","Este es un mal viaje, miga."
This one's mine!,¡Esta es mía!
This will be your quest if you prove yourself worthy.,Esta será tu misión si te muestras digna de ella.
This your first time kid?,"¿Es tu primera vez, chica?"
"This, kid, will hit the spot. Gimme a few hours and we'll talk more. Go on. [He eyes the doll lustfully.]","Esto, chica, es dar justo en el clavo. Dame unas horas, y volveremos a hablar. A ello, pues. [Mira la muñeca lujuriosamente]"
"Thought you'd just help yourself, huh? Damn thief... guards! Guards!","Pensabas en servirte tú mismo, ¿eh? Maldita ladrona... ¡guardias! ¡Guardias!"
Time to dust this mother fucker...,Hora de joder a esta hija puta...
To ask payment for a gift will bring you less than the gift itself.  I will give you such and add the lesson of your self-disappointment at the receiving.,Pedir un pago por un regalo producirá menos que el regalo mismo. Te daré eso y la lección de tu decepción contigo misma al recibirlo.
To be a friend of the Brain is a wondrous thing.,Ser amiga del Cerebro es una cosa maravillosa.
"To make one whole instills a sense of fullness that you would be well to understand, Chosen.","Hacerlo infunde una sensación de plenitud que harías bien en entender, Elegida."
Too good to drink with us?,¿Te crees demasiado buena como para beber con nosotros?
"Too many seasons and too many wounds, Chosen. Instead, you must listen.","Demasiadas estaciones y demasiadas heridas, Elegida. En vez de eso, debes escuchar."
Too slow!,¡Demasiado lenta!
Torch us? TORCH US? GUARDS! KILL THE UNBELIEVER!,¿Quemado? ¿QUEMARNOS? ¡GUARDIAS! ¡MATAD A LA DESCREÍDA!
Torr. (I'm sure that they won't take your brahmin if we're both here.),Torr. (Estoy segura de que no se llevarán a tus brahmines si los dos estamos juntos.)
Tough cookie!,¡Eres dura de pelar!
"Trading no problem, fren. But only got one Grampy Bone. Sorry.","Comerciar no es problema, miga. Pero sólo tenemos un Abuelo Hueso. Lo sentimos."
Tragic Addiction,Adicta al Tragico
Tragic Reliance,Adicta a Tragic
"Tragically, you are reliant on the Garnering. You are constantly in search of new expansions.","Desgraciadamente, eres adicta al juego Tragic: The Catering. Estás constantemente buscando nuevas cartas."
Transgressor!,¡Transgresora!
Trap my ass! Fucking liar.,Trampa... ¡y una mierda! Puta mentirosa.
"Tread lightly, outsider.","Anda con cuidado, forastera."
"Trust me, child, you are referring to the Enclave.","Confía en mí, hija, te estás refiriendo al Enclave."
"Two generations of the same bloodline were re-united, and their savior, the Chosen One, became Elder, presiding over the village in the years to come.","Dos generaciones del mismo linaje quedan reunidas, y su salvadora, la Elegida, se convierte en Anciana, dirigiendo el poblado en los años que siguen."
"Two hundred or nothing, Outsider. It's the only way you're going to get inside the gate.","Doscientos o nada, forastera. Es la única forma en que conseguirás cruzar la puerta."
"Two people working together can move the obelisk that blocks the path. Alone, you would fail. I have no intention of helping you until you pass the trial of the Elder.","Dos personas trabajando juntas pueden mover el obelisco que bloquea el camino. Sola, no serías capaz. No tengo intención de ayudarte a menos que pases la prueba de la Anciana."
"Uh, Boss? You seem a bit crowded. I'll just keep waiting here for ya.","¿Eh, Jefa? Pareces que llevas a mucha gente. Me quedaré aquí esperándote."
"Uh, First Citizen Lynette... you are a Citizen, aren't you?","Eh, la Primer Ciudadano Lynette... tú eres Ciudadana, ¿verdad?"
"Uh, I meant I was the one *chosen* to fix the comm-unit. Seems like nothing works anymore.","Eh, me refiero a que he sido ""elegida"" para reparar el comunicador. Parece que ya nada funciona como es debido."
"Uh, as a Citizen, I am allowed to be in the city after dark.","Eh, como Ciudadana, te permito permanecer en la ciudad por la noche."
"Uh, but I am a Citizen.","Eh, pero yo soy Ciudadana."
"Uh, but I am a Citizen. Here, look.","Eh, pero soy Ciudadana. Aquí, mira esto."
"Uh, draw, Pilgrim-that's how you say it isn't it?","Eh, desenfunda, Peregrina... se dice así, ¿verdad?"
"Uh, heh-heh... ignore her, Boss, she doesn't know what she's saying... Val, honey... you see, there were slavers and...","Eh, je je... ignórala, jefa, no sabe lo que dice... Val, cariño... verás, había esclavistas y..."
"Uh, interesting story but I don't think I can help Torr. I'm pretty busy. Goodbye.","Uh, interesante historia pero no creo que pueda ayudar a Torr. Estoy bastante ocupada. Adiós."
"Uh, it's the big hole in the side of the mountain to the east of here... say, you are a Citizen, aren't you?","Eh, es el gran agujero en la falda de la montaña al este de aquí... dime, tú eres una Ciudadana, ¿verdad?"
"Uh, thanks, Boss.","Oh, gracias, Jefa."
"Uh, well now, that might not be the safest thing for you, friend. Seems like you already took a few trips in the ol' Doctor from the way you talk. But if you want to...","Eh, bueno, podría no ser lo más seguro para ti, chica. Parece que ya te has pegado un par de viajes en el viejo Doctor, por cómo hablas. Pero si así lo quieres..."
"Uh, what's a fluffer?","Uh, ¿qué es una entonadora?"
"Uh, yeah; I'm ready. Let's go.","Oh, sí; Estoy lista. Vamos."
"Uh, yes... Vault City prevails, Citizen.","Eh, sí... Ciudad Refugio prevalece, Ciudadana."
Uh-oh. A suit. Everybody on their toes.,"Oh, oh. Una iniciada. Todo el mundo firme."
"Uh-uh! Yer SMART! Yer a HERO and yer BRAVE and I wanna be YOU when I grow up. Thanks fer savin' us, ","Oh, no! ¡Tú eres LISTA! Tú eres una HÉROE y eres VALIENTE y quiero ser como TÚ cuando sea mayor. Gracias por salvarnos, "
Uh... 'seasoned'?,Eh... '¿experimentada?'
Uh... are you certain?,Eh... ¿estás segura?
"Uhh, thanks for the greeting. I'm just a traveler.","Eh, gracias por el recibimiento. Tan sólo soy una viajera."
Unarmed,Desarmada
Unclean!,¡Inmunda!
"Understood, sir.","Comprendido, señora."
Unworthy and impure.,Indigna e impura.
VERY WELL! YOU HAVE PROVEN YOURSELF!,¡MUY BIEN! ¡TE HAS MOSTRADO DIGNA!
"Vault City prevails, Citizen.","Ciudad Refugio prevalece, Ciudadana."
Vault City prevails... sir.,Ciudad Refugio prevalece... señora.
"Very well, Citizen.","Muy bien, Ciudadana."
Very well. Return and tell me when you are ready for your challenge.,Muy bien. Avísame cuando estés preparada para luchar.
